"hgnc_symbol","chromosome_name","start_position","end_position"
"SLC36A4","11",93144174,93197991
"RAB4B","19",40778195,40798690
"SLC35A5","3",112561269,112587350
"BLTP2","17",28614440,28645454
"MS4A6A","11",60170074,60184666
"BCAT2","19",48795061,48811056
"RASA4","7",102579646,102616756
"FOXL2NB","3",138947217,138953990
"TMEM94","17",75441159,75500452
"GRM5","11",88504576,89065982
"APEH","3",49673981,49683971
"PTHLH","12",27958084,27972755
"DRAM1","12",101877314,102012130
"MEN1","11",64803510,64811294
"DENR","12",122752824,122771064
"FOXJ2","12",8032698,8055522
"TYW1","7",66995173,67239521
"TMEM116","12",111930181,112013908
"KLHL20","1",173714919,173786820
"CTSD","11",1752752,1764573
"ABCB1","7",87503017,87713375
"ZNF585A","19",37106734,37172741
"ATG4C","1",62783821,62865999
"IFI30","19",18173162,18178121
"CDK17","12",96278242,96400562
"ZNF701","19",52555822,52599928
"SNAPC2","19",7920320,7923250
"TECR","19",14517085,14565988
"PRMT3","11",20387549,20509350
"BOC","3",113210846,113287463
"TRAFD1","12",112125514,112153610
"ST14","11",130159746,130210367
"CD55","1",207321514,207386804
"NOMO3","16",16232506,16300806
"LYPD6B","2",149037975,149215262
"BSDC1","1",32364633,32394731
"RUNDC3B","7",87627548,87832296
"SLC15A4","12",128793193,128824035
"TRIM21","11",4384897,4393747
"WIZ","19",15419978,15449975
"METTL21A","2",207580631,207626256
"PAK2","3",196739743,196832647
"FERMT3","11",64205926,64223896
"NAT9","17",74770522,74776384
"COBL","7",51016211,51317187
"ADGRD1","12",130953055,131142466
"MGLL","3",127689062,128052190
"IL18R1","2",102311529,102398777
"YIPF2","19",10918919,10928681
"IMP4","2",130342403,130347967
"CEP15","3",62319015,62336213
"MYO7A","11",77128245,77215241
"HJV","1",146017468,146036746
"ZNF148","3",125225669,125375842
"CPLANE2","1",16231692,16237183
"S1PR1","1",101235366,101243713
"MCOLN2","1",84925583,84997115
"SLC13A2","17",28473275,28497782
"FNDC4","2",27491883,27495631
"MEMO1","2",31865060,32011230
"PINK1","1",20633458,20651511
"CERS5","12",50129289,50167533
"CCDC136","7",128790757,128822135
"ZNF225","19",44112181,44135055
"CDK5R1","17",32486156,32491253
"DEF8","16",89948127,89968066
"TMOD4","1",151169984,151176284
"GTF3C3","2",196761062,196799725
"STRADA","17",63682336,63741986
"PVR","19",44643798,44666162
"SHFL","19",10086122,10093252
"SDSL","12",113418087,113438386
"DPP3","11",66479990,66510188
"EPHX1","1",225810095,225845567
"ZNF234","19",44141355,44160313
"DYNC2I1","7",158856558,158956747
"OLFM2","19",9853718,9936558
"CAPG","2",85393587,85422017
"SSR3","3",156539553,156559474
"ZNF558","19",8806170,8832314
"ASIC1","12",50057548,50083621
"RABGEF1","7",66682105,66811464
"LAMB2","3",49121113,49133118
"KLK6","19",50958631,50969673
"UBC","12",124911604,124917368
"RGL3","19",11384341,11419352
"RNF34","12",121400078,121430623
"RPL3L","16",1943968,1957606
"SCARB1","12",124776856,124882668
"MAPK3","16",30114105,30123506
"TMEM248","7",66921171,66958551
"CARS1","11",3000922,3057613
"HSD11B1L","19",5680604,5688524
"HPS3","3",149129618,149173732
"CDK6","7",92604921,92836591
"COX4I1","16",85798633,85807068
"SBDS","7",66987680,66995693
"SCAMP3","1",155255979,155262433
"LLGL2","17",75525080,75575215
"GFM1","3",158644516,158695836
"AGAP3","7",151085831,151144436
"ROGDI","16",4796962,4802926
"UBXN11","1",26281328,26318363
"RIMBP2","12",130396131,130768228
"SCAP","3",47413681,47477126
"TNNI3K","1",74235285,74544432
"YIPF4","2",32277868,32316594
"TMEM225B","7",99597868,99611045
"RAMP1","2",237858893,237912111
"PRADC1","2",73228010,73233239
"TRPT1","11",64223799,64226823
"ZNF160","19",53064884,53103434
"PYROXD1","12",21437615,21471250
"UBE2D4","7",43926436,43956136
"AGRP","16",67482571,67483548
"INSIG2","2",118088137,118112313
"DNAJA2","16",46955362,46973704
"ATG4B","2",241637213,241673857
"CLEC2B","12",9852369,9870635
"CRLF1","19",18572220,18607741
"GIGYF1","7",100679505,100694480
"PIGQ","16",566995,584120
"ECM1","1",150507989,150513789
"PRR13","12",53441308,53446660
"ZNF426","19",9523223,9538826
"HOMER3","19",18929201,18941728
"PTPMT1","11",47565430,47573461
"TRPC6","11",101451470,101872562
"GAPDH","12",6534012,6538930
"B4GALT3","1",161171306,161178652
"CD47","3",108043091,108091862
"TNPO3","7",128954180,129055173
"LSP1","11",1850904,1892267
"HEMK1","3",50567895,50596168
"KLHDC4","16",87696485,87765998
"IRGQ","19",43584367,43596145
"FIZ1","19",55591371,55606194
"ZNF813","19",53467703,53496255
"ZNF524","19",55599714,55603138
"EFEMP1","2",55865962,55924271
"ZDHHC3","3",44915257,44976185
"CACHD1","1",64469765,64693058
"TMIGD1","17",30315839,30334098
"RPS2","16",1962050,1965510
"RHBDF2","17",76470891,76501790
"PADI2","1",17066761,17119459
"C3orf18","3",50558025,50573568
"ZBTB44","11",130226677,130314917
"HPCAL4","1",39678648,39691485
"NPPB","1",11857464,11858976
"SLC49A4","3",122795069,122881139
"SRSF10","1",23964347,23980927
"SIGIRR","11",405711,417473
"RHOA","3",49359136,49412998
"LRRN3","7",111091006,111125454
"RECQL","12",21468910,21501669
"AGK","7",141551278,141655244
"C1orf116","1",207018522,207032821
"KBTBD4","11",47572197,47578976
"SLC39A1","1",153959099,153968667
"USP13","3",179653004,179804366
"D2HGDH","2",241734596,241768816
"UCP3","11",74000277,74009085
"SLC25A19","17",75272012,75289968
"CLUAP1","16",3500976,3540653
"SLC6A13","12",220621,262873
"NTNG1","1",107140007,107484923
"HINFP","11",119121509,119136059
"C1orf35","1",228100725,228105411
"MVK","12",109573255,109598125
"MFSD4A","1",205568833,205602918
"EDC4","16",67873049,67884516
"KPNA4","3",160495007,160565587
"MEIS1","2",66433452,66573898
"TNKS1BP1","11",57299630,57325682
"DHRS3","1",12567909,12620133
"VSIG10","12",118063593,118136026
"CDK14","7",90466424,91210590
"CSRP2","12",76858703,76879638
"PSMD13","11",236966,252986
"CREB3L4","1",153963719,153974364
"IQCG","3",197888220,197960142
"GALK1","17",75751470,75765251
"UBXN2A","2",23926788,24004909
"LRRC23","12",6873569,6914241
"","17",5499427,5501006
"PCYT2","17",81900958,81911461
"GLT8D1","3",52694153,52706368
"CCDC93","2",117915478,118014192
"KCNH3","12",49539028,49558337
"KBTBD3","11",106051098,106077459
"CHCHD2","7",56094567,56106505
"NELL1","11",20669551,21577711
"IQCD","12",113194156,113221098
"NUTF2","16",67846867,67872569
"UPK3BL1","7",102637025,102642856
"DDC","7",50458436,50565468
"TSPAN19","12",85014311,85036277
"CES1","16",55802845,55833337
"GLTP","12",109850943,109880541
"NAGK","2",71064344,71079808
"TCTN2","12",123671110,123708399
"ABCB10","1",229516582,229558957
"ZDBF2","2",206274657,206314437
"RERG","12",15107783,15348675
"IFITM1","11",310041,315273
"SLC6A12","12",190069,220144
"PPIG","2",169584342,169641408
"JAM3","11",134068998,134152001
"CPN2","3",194339630,194351401
"ALDH1L1","3",126103561,126197994
"MUTYH","1",45329163,45340893
"PIK3C2A","11",17077730,17207986
"FAM124B","2",224376821,224402107
"RTN4","2",54972187,55112621
"FDX1","11",110429379,110464884
"ADM","11",10303392,10307397
"PPHLN1","12",42238418,42459715
"CARNS1","11",67414968,67425613
"PSMD12","17",67337916,67366605
"VKORC1L1","7",65873074,65959563
"LMO1","11",8224309,8268752
"CYCS","7",25118656,25125266
"SLC37A2","11",125063302,125090516
"AMPH","7",38383700,38631507
"OTOP3","17",74935883,74949992
"GNGT2","17",49202791,49210593
"DNAJC4","11",64230158,64234286
"ASB3","2",53532672,53860160
"SNF8","17",48929316,48944842
"ACCS","11",44065916,44084241
"IHO1","3",49198428,49258106
"GLOD4","17",757097,782341
"NUDCD3","7",44379119,44490690
"RAD54L2","3",51538666,51668667
"MRGPRF","11",69004376,69014407
"NDUFV1","11",67605653,67612554
"OGDH","7",44606549,44709070
"CENPT","16",67828157,67847811
"ILKAP","2",238170400,238203756
"MRPL38","17",75898643,75905093
"ZBTB38","3",141324154,141449792
"CA4","17",60147838,60170899
"PLEKHG6","12",6310225,6328934
"SLC16A6","17",68267026,68291267
"ABCA5","17",69244311,69327244
"RAB3IL1","11",61897232,61920269
"CCNL1","3",157146508,157160760
"USP7","16",8892097,8975328
"AAMP","2",218264125,218270178
"HYOU1","11",119044185,119057252
"GRAP","17",19020656,19047143
"SLC11A2","12",50979401,51028566
"CCDC66","3",56557161,56621837
"GCGR","17",81803105,81814023
"ZNF668","16",31060842,31074240
"QPCT","2",37342827,37373322
"BANP","16",87949127,88077321
"SOCS5","2",46698423,46780245
"ANAPC13","3",134477704,134486716
"SLC8A1","2",40097270,40611053
"WDR49","3",167477789,167653983
"DARS1","2",135905881,135986100
"SLC33A1","3",155821024,155854456
"SEMA3F","3",50155012,50189075
"UBE2G1","17",4269259,4366675
"TEN1","17",75979235,76000587
"ERLEC1","2",53787009,53833038
"NAA25","12",112026689,112109434
"GIT1","17",29573475,29594054
"COL6A3","2",237324003,237414405
"GPR85","7",113078331,113087778
"TMEM52B","12",10170512,10191807
"COPG1","3",129249576,129278065
"C7orf25","7",42908619,42912518
"CYP51A1","7",92084987,92134803
"PPTC7","12",110533245,110583383
"ACSS3","12",80936414,81261210
"LAT2","7",74199652,74234454
"CREBL2","12",12611827,12645108
"GALNT9","12",132196372,132329598
"EML3","11",62602217,62612973
"KCTD6","3",58491078,58502360
"METTL1","12",57768471,57772131
"GALNT15","3",16174573,16231992
"MYO1A","12",57028517,57051198
"FADS6","17",74877295,74893781
"DHX8","17",43483865,43610338
"POGLUT1","3",119468963,119494708
"STK39","2",167949900,168247739
"NRF1","7",129611699,129757082
"SRPRB","3",133784023,133825772
"CIITA","16",10866222,10943021
"CHRD","3",184379381,184390736
"P2RX4","12",121210065,121234112
"UNC45B","17",35146495,35189346
"GALNT13","2",153871398,154456630
"NCF2","1",183554461,183593499
"STXBP3","1",108746634,108809525
"AASS","7",122064583,122144489
"SDHAF2","11",61430042,61446839
"CAMK1","3",9757346,9770606
"NUP107","12",68686951,68745809
"NLRX1","11",119166481,119184017
"PPIL3","2",200870907,200889353
"KCTD13","16",29905012,29926236
"CNTN3","3",74262568,74614698
"KRBOX5","16",31713229,31794869
"CRB1","1",197268204,197478455
"THPO","3",184371935,184381968
"DUS2","16",67987746,68079344
"CLDN16","3",190322522,190412460
"SECTM1","17",82321024,82335518
"PRDX5","11",64318041,64321822
"CLCN2","3",184346185,184363274
"IL12RB2","1",67307364,67398724
"TECPR1","7",98214624,98252235
"FAM20A","17",68535113,68601384
"PDE3B","11",14643663,14874614
"USP37","2",218450251,218568768
"PNPO","17",47941506,47949308
"IFI16","1",158999953,159055156
"MYL2","12",110909996,111052434
"TAC1","7",97732053,97740472
"PLEKHM1","17",45435900,45490758
"METTL6","3",15381061,15440566
"SPON1","11",13962694,14268133
"ADCYAP1R1","7",31052308,31111475
"SLC6A20","3",45755449,45796591
"FEZ1","11",125442881,125592578
"CACNG1","17",67044554,67056797
"MYH1","17",10491389,10518719
"FAM107A","3",58564117,58627651
"ERGIC2","12",29337352,29381189
"PTPN12","7",77537295,77640072
"POLR2H","3",184360856,184368596
"PPP1R1C","2",181954241,182131398
"IWS1","2",127436207,127526886
"TNN","1",175067509,175148075
"FMNL3","12",49636499,49708165
"KPNA1","3",122421902,122514947
"VMP1","17",59707192,59842255
"APIP","11",34853094,34916520
"MERTK","2",111898607,112029561
"RNASEL","1",182573634,182589272
"ASIC3","7",151048292,151052756
"TMEM167B","1",109090367,109096935
"DPEP2","16",67987392,68000615
"GLMN","1",92245788,92299009
"ITGA6","2",172234216,172506459
"FLI1","11",128686535,128813267
"SAMD9L","7",93130056,93148385
"EI24","11",125568248,125584690
"OGFOD2","12",122974580,122980043
"PDHB","3",58427630,58434012
"SUN1","7",816591,896435
"EPN3","17",50532548,50543750
"FAM234A","16",234521,272183
"CCDC80","3",112596797,112649530
"PLBD2","12",113358544,113391629
"CHI3L1","1",203178931,203186796
"SLC6A4","17",30194312,30238482
"GALNT5","2",157257578,157318491
"RAB21","12",71754863,71800286
"HCLS1","3",121631399,121660927
"GCC2","2",108449107,108509415
"PXN","12",120210439,120265795
"S100A14","1",153614255,153616996
"GALM","2",38666081,38741237
"LEFTY1","1",225886279,225911382
"GATA2","3",128479423,128493208
"SPSB1","1",9292101,9369532
"CAPN10","2",240586383,240617705
"TRIM11","1",228393672,228406841
"FCGR3A","1",161541759,161550968
"STIMATE","3",52836219,52897578
"RAB34","17",28713545,28719594
"FXR1","3",180868141,180982753
"CAPN2","1",223701593,223776018
"FOXRED1","11",126269024,126278132
"NR1H3","11",47248300,47269070
"CHMP3","2",86503430,86563507
"NDUFAF7","2",37231631,37253403
"ARHGAP29","1",94148988,94275068
"AP2M1","3",184174689,184184214
"GRIP1","12",66347431,67069162
"ODC1","2",10439968,10450116
"MARK1","1",220528086,220664461
"CX3CR1","3",39263495,39281735
"SMARCC1","3",47585269,47782106
"STAC3","12",57243453,57251188
"PPP4R3B","2",55547292,55618880
"NELL2","12",44508274,44921889
"SLC30A2","1",26037252,26046136
"SERTAD4","1",210232596,210246631
"CAMKK1","17",3860315,3894891
"NMNAT1","1",9943428,9985501
"CCDC181","1",169394870,169460669
"TAOK3","12",118149801,118372920
"HPCA","1",32881498,32898441
"NOTUM","17",81952507,81963328
"ACTA1","1",229430365,229434789
"ESRRA","11",64305080,64316744
"TBCD","17",82751855,82945918
"RHBG","1",156369209,156385219
"PPIH","1",42658185,42676758
"DENND5A","11",9138825,9265959
"GNS","12",64713442,64759446
"CCR2","3",46353864,46360940
"ZNF654","3",88058723,88144662
"IL17RB","3",53845783,53866045
"THUMPD2","2",39736060,39779276
"OBSL1","2",219550727,219571859
"HIGD1A","3",42782908,42804527
"HNRNPR","1",23303771,23344358
"PALB2","16",23603160,23641321
"NTN4","12",95657807,95791189
"ZSCAN32","16",3382081,3401065
"TBC1D23","3",100260780,100325251
"MOGAT2","11",75717838,75732963
"ZNF202","11",123723914,123742513
"PKDCC","2",42048021,42058525
"DOC2A","16",30005507,30023270
"ENO2","12",6913745,6923707
"DTNB","2",25377028,25673717
"GABPB2","1",151070514,151125542
"ALG8","11",78095244,78139660
"RNPC3","1",103525675,103555239
"APPL2","12",105172485,105236221
"ACTR8","3",53863038,53882198
"ZNF385D","3",21412218,22373321
"TRMT112","11",64316460,64318074
"ATP13A3","3",194402672,194498364
"OSBPL5","11",3087107,3166739
"RBMS3","3",28574791,30010391
"NFYC","1",40691570,40771606
"RSPRY1","16",57186137,57240479
"PARPBP","12",102120122,102197531
"PRSS23","11",86791059,86952910
"DYNC1LI2","16",66720893,66751836
"ZNF143","11",9460319,9529002
"NEDD1","12",96907224,96953780
"SLC4A7","3",27372723,27484451
"PHKB","16",47461123,47701523
"AAAS","12",53307456,53324864
"MMP28","17",35756249,35795707
"TBC1D3G","17",36323884,36334759
"RHOT1","17",32142442,32253374
"SLC4A1AP","2",27663426,27695366
"DIP2B","12",50504962,50748657
"KRCC1","2",88027203,88064252
"RBM45","2",178112385,178139011
"CHST6","16",75472052,75495458
"ZNF785","16",30573740,30585806
"WDR12","2",202874261,203014798
"TMEM117","12",43835967,44389762
"RPL13","16",89560637,89567834
"PPP1R1A","12",54575387,54588659
"RPAP3","12",47661249,47706038
"PSMA1","11",14504211,14643635
"NDUFB3","2",201071433,201085754
"NTHL1","16",2039814,2047866
"MTX2","2",176269395,176338025
"CAPS2","12",75275979,75390950
"DHX38","16",72093613,72112912
"CBX3","7",26201162,26213607
"FAHD2B","2",97082040,97094903
"TNK2","3",195863364,195911945
"PGM2L1","11",74330315,74398473
"CNRIP1","2",68284171,68320051
"KCNS3","2",17877847,18361616
"ST3GAL4","11",126354677,126440344
"MEAK7","16",84476345,84565284
"GPR35","2",240605430,240633159
"ELMO1","7",36852906,37449223
"FAM168B","2",131047876,131093487
"FBXO31","16",87326987,87392142
"NFYB","12",104117080,104138241
"ATP2A1","16",28878405,28904466
"ANO6","12",45215987,45482280
"MCFD2","2",46901870,46941855
"KLHL18","3",47282633,47346816
"TCAF1","7",143851364,143903890
"KIF9","3",47227998,47283451
"AP5Z1","7",4775615,4794397
"PTPN18","2",130356027,130375405
"GSDMB","17",39904595,39919854
"SOCS2","12",93569808,93583487
"MYLK3","16",46702282,46790407
"ZDHHC17","12",76764103,76853696
"RABEP2","16",28904420,28936526
"VPS50","7",93232340,93361123
"TMEM106A","17",43211835,43220041
"CGGBP1","3",88051944,88149885
"SLC30A6","2",32165841,32224379
"ADIPOR2","12",1688574,1788680
"ACAD11","3",132558138,132660104
"TMEM256","17",7402975,7404097
"ERBB2","17",39687914,39730426
"SYT17","16",19167971,19268332
"AUP1","2",74526636,74529788
"HAGHL","16",726494,735525
"ATF7IP","12",14365627,14502931
"UBP1","3",33388336,33441407
"CLCN7","16",1444934,1475104
"HSPD1","2",197486580,197516737
"VILL","3",37987978,38007188
"WNT5B","12",1529854,1647243
"WIPI1","17",68420948,68457520
"RAB5B","12",55973913,55996683
"FAAP100","17",81539885,81553961
"MMD2","7",4905989,4959212
"MDFIC","7",114921746,115019917
"CEP95","17",64506767,64542461
"GPNMB","7",23235967,23275108
"USP5","12",6852122,6866632
"KLHL10","17",41835685,41848384
"PCOLCE2","3",142815922,142889206
"MRPL10","17",47823272,47831541
"CES2","16",66934444,66945096
"GPRC5C","17",74424851,74451653
"COPB2","3",139353942,139389736
"GEMIN6","2",38751534,38785002
"VEZF1","17",57971547,57988389
"ZNF853","7",6615348,6624290
"LTBP1","2",32946472,33399509
"MIOS","7",7566823,7609140
"FLII","17",18244782,18258772
"ACKR4","3",132597270,132618967
"EMP2","16",10528422,10580689
"MRPS22","3",139005806,139360497
"IL6","7",22725884,22732002
"DOK4","16",57471917,57487382
"POLD2","7",44114631,44124407
"CFAP251","12",121918574,122003927
"DGKG","3",186105668,186362261
"PRMT8","12",3381349,3593977
"TMPRSS13","11",117900641,117929459
"ESYT1","12",56118250,56144674
"ADGRG1","16",57610652,57665580
"HSD17B12","11",43680509,43857741
"DHX36","3",154272546,154324487
"BLZF1","1",169367970,169396540
"TMEM54","1",32894593,32901440
"PPFIA1","11",70270655,70385312
"DUS4L","7",107563484,107579483
"IRF2BP2","1",234602300,234610178
"LRRC8D","1",89820978,89936611
"C3orf33","3",155762612,155806288
"ARHGEF19","1",16197854,16212893
"AHR","7",16916359,17346152
"DZIP1L","3",138061987,138115839
"ZSCAN25","7",99616623,99632408
"FDPS","1",155304786,155320666
"STAB1","3",52495337,52524512
"SFTPB","2",85655154,85668741
"RARRES2","7",150338314,150342144
"IFT81","12",110124335,110218795
"E2F8","11",19224063,19241684
"IFT56","7",139133744,139191986
"SYNC","1",32679906,32703596
"SC5D","11",121292681,121313410
"TMEM98","17",32927910,32945106
"GNB1","1",1785285,1892292
"UEVLD","11",18529607,18588747
"KBTBD12","3",127915207,127989100
"GPER1","7",1082208,1094511
"ARHGDIB","12",14942015,14961985
"FYCO1","3",45917903,45995838
"CASD1","7",94509219,94557302
"LEMD3","12",65169342,65248355
"SNX11","17",48103357,48123601
"THRB","3",24117153,24495756
"MS4A1","11",60455752,60470752
"TBK1","12",64452090,64502114
"H2AZ2","7",44826791,44848146
"RNF214","11",117232154,117287429
"SPHK1","17",76376584,76387860
"CUX1","7",101815904,102283958
"PRKCA","17",66302613,66810743
"CHRND","2",232525993,232536667
"SYTL2","11",85694224,85811182
"STK36","2",218672052,218702717
"PELP1","17",4669774,4704337
"SPRYD3","12",53064316,53079414
"POLR3B","12",106357693,106510201
"DDX42","17",63773603,63819429
"CHRM2","7",136868652,137020255
"ABCB4","7",87401696,87480435
"NT5DC2","3",52524370,52535054
"ACSL3","2",222860942,222944639
"CCDC47","17",63745255,63776351
"SLC6A15","12",84859491,84913629
"USP4","3",49277144,49340712
"RAD51D","17",35092221,35121522
"PSMD9","12",121888726,121918297
"PNKD","2",218269651,218346793
"RBM19","12",113816738,113966344
"SWAP70","11",9664072,9752993
"ANXA4","2",69643808,69827121
"POLM","7",44070915,44082530
"SLCO2B1","11",75100563,75206549
"MIS12","17",5486285,5490816
"SERPINF1","17",1761979,1777627
"RAP1A","1",111542218,111716691
"LMBR1L","12",49097136,49110900
"C11orf97","11",94512461,94532125
"CPT1A","11",68754620,68844410
"SERPINF2","17",1742069,1755271
"EPHX4","1",92029475,92063538
"FAM180B","11",47586207,47589195
"WDR3","1",117929063,117966543
"CEND1","11",787115,790113
"SPDYE18","7",77050391,77063938
"LRCH4","7",100574011,100586161
"LRRC4C","11",40113474,41459773
"SLC25A45","11",65375192,65384550
"CCT2","12",69585423,69601577
"MTMR11","1",149928651,149937523
"PRRG4","11",32829675,32858120
"PPP2R5B","11",64917553,64934480
"SRRT","7",100875065,100888664
"RAB3GAP2","1",220148293,220272529
"NEUROD2","17",39603536,39609777
"PAWR","12",79574979,79690964
"CD300E","17",74609878,74623738
"MYH3","17",10628526,10657309
"STK33","11",8391864,8594292
"ALKAL2","2",278286,289623
"DCN","12",91140484,91183217
"CXCR6","3",45940933,45948353
"ITGB5","3",124761948,124901418
"SLC4A3","2",219627011,219641980
"PTRH2","17",59674636,59707638
"HGS","17",81683326,81703138
"GUCY2C","12",14612632,14696599
"TSNAX","1",231528541,231566524
"CUEDC1","17",57861243,57955851
"TBC1D5","3",17157162,18444817
"TARS2","1",150487325,150507613
"CHFR","12",132822187,132956304
"ELAC2","17",12991268,13018065
"RNF141","11",10511673,10541334
"KCNK4","11",64291302,64300031
"HIBCH","2",190189735,190344193
"BBS1","11",66510606,66533630
"LRWD1","7",102464939,102473507
"AGR2","7",16791387,16833433
"EEF1B2","2",206159585,206162932
"RAB7B","1",205976740,206003461
"PCOLCE","7",100602334,100608175
"INPP5B","1",37860696,37947077
"ACTR3B","7",152759749,152855378
"TMBIM1","2",218274194,218292586
"PFKFB2","1",207034366,207081243
"COPB1","11",14443357,14500027
"LEP","7",128241278,128257629
"ASB4","7",95478444,95540233
"PRKAR2B","7",107044627,107161811
"CBX4","17",79833156,79839469
"PLXDC1","17",39063313,39154394
"FBXL13","7",102811189,103075400
"TMEM106B","7",12211042,12243367
"IQCB1","3",121769399,121835093
"LIG3","17",34980462,35009743
"AACS","12",125065364,125143333
"ZNF277","7",112206695,112356519
"WNT3A","1",228006924,228061271
"IARS2","1",220094107,220148041
"GAL3ST4","7",100159244,100168953
"PDCD6IP","3",33798571,33869707
"ZDHHC4","7",6577405,6589374
"NRBP1","2",27427790,27442260
"NUMA1","11",72002860,72080693
"TMEM233","12",119593774,119643075
"FBXW8","12",116910839,117032498
"CAPN7","3",15206112,15252919
"MOV10","1",112673141,112702383
"SLC5A10","17",18950345,19022595
"TIMELESS","12",56416363,56449445
"OR3A2","17",3276177,3386328
"SLC52A1","17",5032600,5052009
"NAPEPLD","7",103099776,103151172
"PSMC5","17",63827152,63832244
"QARS1","3",49095932,49105130
"VPS37D","7",73667831,73672112
"EIPR1","2",3188925,3377852
"LRRC17","7",102912941,102945111
"PPP1R35","7",100435282,100436497
"SUMF2","7",56064002,56080670
"DDX1","2",15591178,15634346
"RPS6KB1","17",59893046,59950574
"PHETA1","12",111360651,111369173
"TSPAN9","12",3077355,3286564
"RAC1","7",6374098,6403998
"DCP1B","12",1946052,2004535
"ALG6","1",63367575,63438553
"MINK1","17",4833147,4898065
"CLIP1","12",122271432,122422778
"PTCD1","7",99416739,99466163
"DMRTA2","1",50417550,50423468
"ANKRD35","1",145866560,145886088
"ARMC10","7",103074625,103102902
"ZNF691","1",42846573,42852477
"DBT","1",100182222,100249873
"CPT2","1",53196792,53214197
"PUM2","2",20248691,20352234
"GNG12","1",67701466,67833476
"GNB2","7",100673567,100679174
"EFCAB2","1",244969682,245127164
"SUSD4","1",223220819,223365279
"SLC41A1","1",205789091,205813755
"PHKG1","7",56079923,56093012
"XPOT","12",64404168,64451129
"TPRA1","3",127571232,127598318
"TBCEL","11",121024072,121090776
"BUD31","7",99408615,99419618
"SLFN12","17",35409347,35433475
"CPD","17",30378922,30469989
"NOTCH2NLA","1",146145929,146229073
"TRIP6","7",100867126,100873524
"PLEKHG5","1",6467122,6520074
"DDB2","11",47214457,47239240
"CNTROB","17",7932101,7949920
"PTPN11","12",112418351,112509918
"FIBP","11",65883740,65888531
"ADAM22","7",87934136,88202889
"DHX40","17",59565558,59610481
"TPCN1","12",113221050,113298589
"FEN1","11",61792725,61797238
"LRRC51","11",72080286,72096895
"ARHGAP27","17",45393898,45434421
"PYGM","11",64746389,64759974
"IFTAP","11",36594369,36675695
"MYRIP","3",39808914,40260321
"CFAP221","2",119544432,119662251
"STIL","1",47250139,47314892
"SLC43A1","11",57484064,57515780
"ATXN7L3","17",44191805,44200961
"SP140L","2",230326762,230403735
"ZMYND10","3",50341110,50345732
"RASD1","17",17494437,17496396
"NPRL2","3",50347330,50350826
"PCYOX1","2",70257386,70281185
"UBTF","17",44205033,44221626
"GFPT1","2",69319780,69387281
"AKIP1","11",8911113,8922406
"DAG1","3",49468649,49535619
"TROAP","12",49323216,49331733
"CD82","11",44564414,44620924
"FYTTD1","3",197737179,197787596
"STEAP2","7",90167590,90238137
"POMGNT1","1",46188681,46220305
"PBRM1","3",52544735,52685966
"CMKLR1","12",108288044,108339317
"MYO1B","2",191245064,191425820
"CNPY2","12",56308024,56316346
"GTF2IRD2","7",74796144,74851611
"RPLP0","12",120196699,120201235
"SLC35B4","7",134289332,134317117
"CDK13","7",39950121,40099580
"MRPS33","7",141002610,141015228
"AMPD3","11",10308162,10507877
"ZKSCAN1","7",100015570,100041689
"GALNT11","7",152025626,152122347
"EHBP1L1","11",65575943,65592851
"MYBPC1","12",101568353,101686181
"LRIG1","3",66378794,66501263
"SLC16A1","1",112911847,112957593
"ACTN3","11",66546395,66563334
"HSD3B2","1",119413725,119423035
"CCZ1B","7",6794134,6826770
"S100A7","1",153457744,153460651
"SLC25A24","1",108134043,108200849
"CRY2","11",45847118,45883248
"RO60","1",193059445,193091777
"PRR15","7",29563775,29567306
"CDK5","7",151051517,151057947
"P2RY2","11",73216664,73242427
"PPP1R9B","17",50133737,50150703
"NKAPD1","11",112074086,112085152
"AGFG2","7",100539190,100568220
"KIF19","17",74326188,74355835
"SYT7","11",61513714,61581167
"ASAP3","1",23428561,23484637
"TFRC","3",196012511,196082162
"MAD1L1","7",1815787,2233243
"SLC39A13","11",47407132,47416587
"UROC1","3",126481165,126517777
"XPR1","1",180632016,180890279
"SLC15A2","3",121894391,121944188
"RPA1","17",1829702,1900082
"CKAP5","11",46743048,46846308
"EVI5","1",92508696,92792416
"KRIT1","7",92197498,92246166
"NPHP1","2",110122311,110205066
"RAB7A","3",128693669,128825942
"DNAI2","17",74274234,74314886
"ZSCAN20","1",33472597,33501643
"HDAC11","3",13479724,13506424
"ARNT","1",150808617,150876771
"FLCN","17",17212206,17237203
"ABI2","2",203328252,203447728
"NTN1","17",9021210,9244000
"OTOP2","17",74922950,74933912
"RPL22L1","3",170864875,170870402
"HEXIM2","17",45160700,45170701
"CLDND1","3",98497912,98523066
"CYB561","17",63432298,63447108
"CCL24","7",75810825,75823943
"SAP30BP","17",75667230,75708062
"SPINDOC","11",63813433,63827718
"TRIM74","7",72959485,72969466
"FIGNL1","7",50444128,50450406
"LRRC56","11",536841,554925
"SLC25A40","7",87833561,87876404
"TRAIP","3",49828595,49856597
"VPS37C","11",61130257,61167355
"SIPA1","11",65638091,65650930
"HUS1","7",47961882,47979682
"INTS2","17",61865367,61928016
"UBA5","3",132654446,132679794
"KDM3A","2",86440647,86492716
"RINT1","7",105532160,105567687
"PLSCR1","3",146511858,146544862
"DBNL","7",44044628,44069456
"KAT2A","17",42113111,42121382
